CAMMENU_0EV,0EV
CAMMODE_SOFTSNAP_GUIDE,Snímek předmětu
CAMMODE_SOFTSNAP_GUIDE_2,s rozostř. pozadím
CAMMODE_TWILIGHT,Soumrak
CAMMODE_TWILIGHTPORTRAIT,Portrét za soumr.
CAMMODE_TWILIGHTPORTRAIT_GUIDE,Portréty s nedost.
CAMMODE_TWILIGHTPORTRAIT_GUIDE_2,osvětl. s bleskem
CAMMODE_TWILIGHTTRIPOD_GUIDE,Snímání za soumraku
CAMMODE_TWILIGHTTRIPOD_GUIDE_2,se stativem
CAMMODE_WATER,Pod vodou
CAMMODE_WATER_GUIDE,Přirozené barvy při snímání
CAMMODE_WATER_GUIDE_2,s podvodním pouzdrem
CLOCKMENU_APR,DUB
CLOCKMENU_AUG,SRP
CLOCKMENU_DEC,PRO
CLOCKMENU_DMY,D-M-R
CLOCKMENU_FEB,ÚNO
CLOCKMENU_JAN,LED
CLOCKMENU_JUL,ČEC
CLOCKMENU_JUN,ČER
CLOCKMENU_MAR,BŘE
CLOCKMENU_MAY,KVĚ
CLOCKMENU_MDY,M-D-R
CLOCKMENU_NOV,LIS
CLOCKMENU_OCT,ŘÍJ
CLOCKMENU_SEP,ZÁŘ
CLOCKMENU_UNKNOWN,---
CLOCKMENU_YMD,R-M-D
COM_AUTO,Auto
COM_BACK,Zpět
COM_CANCEL,Zrušit
COM_CLEAR,Odstranit
COM_CLEARALL,Vše smazat
COM_CONTINUE,Pokrač.
COM_CREATED,Vytvořeno
COM_ENTRY,Přidat
COM_EXIT,Ukončit
COM_FAST,Rychlá
COM_HIGH,Vysoká
COM_INTERNALMEMORY,Vnitřní paměť
COM_LOW,Nízká
COM_MED,Střední
COM_MIN,min
COM_MOVIEREC,NAHR
COM_MOVIESTBY,Pohotov.
COM_MS,Memory Stick
COM_MS_AND_INTERNALMEMORY,Memory Stick ＋ vnitřní paměť
COM_NOOFFILES,Poč. slož.
COM_NORMAL,Normální
COM_OFF,Vyp.
COM_OK,OK
COM_ON,Zap.
COM_PREVIEW,Náhled
COM_REMAIN,Zbývá snímků
COM_SAVE,Uložit
COM_SLOW,Pomalá
COM_STANDARD,Standardní
COM_STANDARD2,Standardní
COM_START,Start
COM_USBMODE,Režim USB
COM_VOLUME,HL.
COU_640FINE,640(Lepší) není
COU_640FINE_2,
COU_AUDIOPLUGIN,Pro výstup audio připojte
COU_AUDIOPLUGIN_2,audio konektor
COU_BATTERY_HEATED,Přehřátí fotoaparátu
COU_BATTERY_HEATED_2,Nechte jej vychladnout
COU_BATTERY_INFOLITHIUM,Jen pro akumulátor
COU_BATTERY_INFOLITHIUM_2,"InfoLITHIUM"
COU_BATTERY_INVALID,K použití jen s kompa-
COU_BATTERY_INVALID_2,tibilními akumulátory
COU_BGM_ERROR,Chyba hudby
COU_BGM_ERROR_2,
COU_BGM_FORMATERROR,Chyba formátování hudby
COU_BGM_FORMATERROR_2,
COU_BURST_INVALID,Nelze snímat série
COU_BURST_INVALID_2,
COU_CANNOTACCESS_MS,Nelze použít Memory Stick
COU_CANNOTACCESS_MS_2,Přístup odepřen
COU_CANNOTCREATE_FOLDERS,Nelze vytvářet složky
COU_CANNOTCREATE_FOLDERS_2,
COU_DATA_ERROR,Chyba souboru správy snímků
COU_DATA_ERROR_2,
COU_ERROR10,Chyba 10
COU_ERROR20,Chyba 20
COU_ERROR30,Chyba 30
COU_ERROR40,Chyba 40
COU_ERROR50,Chyba 50
COU_EXCEEDED_LIMIT,Max. vybráno snímků
COU_EXCEEDED_LIMIT_2,
COU_FILEERROR,Chyba souboru
COU_FILEERROR_2,
COU_FILEPROTECT,Chráněný soubor
COU_FILEPROTECT_2,
COU_FLASHSETTING_INVALID,Nastavení blesku nelze měnit
COU_FLASHSETTING_INVALID_2,
COU_FOLDER_ERROR,Chyba složky
COU_FOLDER_ERROR_2,
COU_FORMATERROR_INTERNALMEMORY,Chyba formátování vnitřní paměti
COU_FORMATERROR_INTERNALMEMORY_2,
COU_FORMATERROR_MS,Chyba formátování Memory Stick
COU_FORMATERROR_MS_2,
COU_IMAGESIZEOVER,Nadm. vel. snímku
COU_IMAGESIZEOVER_2,
COU_INKERROR,Chyba inkoustu
COU_INKERROR_2,
COU_INVALID_FILE,Neplatný soubor
COU_INVALID_FILE_2,
COU_INVALID_FOLDER,Činnost není dostupná
COU_INVALID_FOLDER_2,s přehledem složek
COU_INVALID_MS,Nelze uložit soubor správy snímků
COU_INVALID_MS_2,na tuto kartu Memory Stick
COU_INVALID_OPERATION,Neplatná operace
COU_INVALID_OPERATION_HDOUT,Činnost nelze vykonat
COU_INVALID_OPERATION_HDOUT_2,při výstupu HD(1080i)
COU_INVALID_OPERATION_MOVIEFILE,Činnost nelze vykonat
COU_INVALID_OPERATION_MOVIEFILE_2,pro soubory videoklipů
COU_INVALID_OPERATION_NGFILE,Činnost nelze vykonat v
COU_INVALID_OPERATION_NGFILE_2,nepodporovaných souborech
COU_INVALID_OPERATION_PICTBRIDGE,Činnost nelze vykonat
COU_INVALID_OPERATION_PICTBRIDGE_2,při připojení PictBridge
COU_INVALID_OPERATION_REMOTE,Činnost nelze vykonat
COU_INVALID_OPERATION_REMOTE_2,dálkovým ovládáním
COU_INVALID_OPERATION_TVOUT,Činnost nelze vykonat
COU_INVALID_OPERATION_TVOUT_2,při výstupu do televizoru
COU_LENSCAPOFF,Odstraňte kryt objektivu
COU_LENSCAPOFF_2,a vypněte a zapněte napájení
COU_LENSCOVER_OPEN,Pro snímání sejměte kryt
COU_LENSCOVER_OPEN_2,objektivu
COU_LOWINK,Málo inkoustu
COU_LOWINK_2,
COU_MACRO_INVALID,Makro nepracuje
COU_MACRO_INVALID_2,
COU_MEDIAERROR_INTERNALMEMORY,Chyba vnitřní paměti
COU_MEDIAERROR_INTERNALMEMORY_2,
COU_METERING_INVALID,Volby režimu měření
COU_METERING_INVALID_2,nejsou k dispozici
COU_MSR_NOTUSEFUNCTION,Funkce nepodporuje tento
COU_MSR_NOTUSEFUNCTION_2,Memory Stick
COU_MS_ERROR,Opět vložte Memory Stick
COU_MS_ERROR_2,
COU_MS_LOCKED,Memory Stick uzamčen
COU_MS_LOCKED_2,
COU_MS_TYPEERROR,Chyba typu Memory Stick
COU_MS_TYPEERROR_2,
COU_NOBATTERY,Akumulátor vybit
COU_NOIMAGE,Nejsou snímky
COU_NOIMAGE_2,
COU_NOIMAGE_PLAY,Některé snímky se nepřenesly.
COU_NOIMAGE_PLAY_2,Nerozpoznatelný formát.
COU_NOINK,Není inkoust
COU_NOINK_2,
COU_NOMS,Chybí Memory Stick
COU_NOMS_2,
COU_NOPAPER,Není papír
COU_NOPAPER_2,
COU_NOSOFTWAREFILE,Chybí softw. soubor
COU_NOSOFTWAREFILE_2,
COU_NOSPACE_INTERNALMEMORY,Ve vnitřní paměti není místo
COU_NOSPACE_INTERNALMEMORY_2,
COU_NOSPACE_MS,Na Memory Stick není místo
COU_NOSPACE_MS_2,
COU_NOT_SELECTED_FAV,Není vybráno Oblíbené
COU_NOT_SELECTED_FAV_2,
COU_NOT_SELECTED_IMAGES,Není vybrán snímek
COU_NOT_SELECTED_IMAGES_2,
COU_NOT_SELECTED_SHARE,Není vybráno Sdílení
COU_NOT_SELECTED_SHARE_2,
COU_PAPERERROR,Chyba papíru
COU_PAPERERROR_2,
COU_PASSLOCK_CODE_MISS,Nesprávný resetovací kód
COU_PASSLOCK_CODE_MISS_2,
COU_PASSLOCK_PASS_MISS,Nesprávné heslo
COU_PASSLOCK_PASS_MISS_2,
COU_POWEROFFON,Vypněte a znovu zapněte
COU_POWEROFFON_2,
COU_PRINTERBUSY,Tiskárna pracuje
COU_PRINTERBUSY_2,
COU_PRINTERERROR,Chyba tiskárny
COU_PRINTERERROR_2,
COU_READONLYMEMORY,Paměť jen ke čtení
COU_READONLYMEMORY_2,
COU_READONLY_FOLDER,Složka jen ke čtení
COU_READONLY_FOLDER_2,
COU_REDEYE_DETECTED,Červené oči nenalezeny
COU_REDEYE_DETECTED_2,
COU_SCRNTOUCH_INVALID,Tady nefunguje dotyková obrazovka
COU_SCRNTOUCH_INVALID_2,
COU_SELFTIMER_INVALID,Samospoušť neplatná
COU_SELFTIMER_INVALID_2,
COU_SMILESHUTTER_AUTOONLY,Snímání úsměvu je k dispozici jen,
COU_SMILESHUTTER_AUTOONLY_2,když je Nahr. režim nast. na "Auto"
COU_SYSTEMERROR,Chyba systému
COU_SYSTEMERROR_2,
COU_TARGET_DETECTED,Nelze najít obličej
COU_TARGET_DETECTED_2,pro retušování
COU_TARGET_NOIMAGE,Žádné fotografie
COU_TARGET_NOIMAGE_2,
COU_ZOOM_INVALID,Zoom vypnutý
COU_ZOOM_INVALID_2,
DUMMY,
GUIDE_BUTTON,Dotkněte se žádaného tlačítka
GUIDE_CENTER,Dotkněte se bodu pro centrování
GUIDE_CHANGEFOCUS,Dotykem změňte místo ostření
GUIDE_CHOOSEFOCUS,Dotykem vyberte místo ostření
GUIDE_DEMO_BACKLIGHT,Detekováno protisvětlo
GUIDE_DEMO_BACKLIGHTPORTRAIT,Detekováno protisvětlo a lidé
GUIDE_DEMO_LANDSCAPE,Detekována krajina
GUIDE_DEMO_MACRO,Detekován velmi blízký objekt
GUIDE_DEMO_PORTRAIT,Detekováni lidé
GUIDE_DEMO_TRIPOD,Detekován soumrak a stativ
GUIDE_DEMO_TWILIGHT,Detekován soumrak
GUIDE_DEMO_TWILIGHTPORTRAIT,Detekován soumrak a lidé
GUIDE_EFFECTLEVEL,Zvolte úroveň efektu
GUIDE_EXIT_TOUCH,Skončí po dotyku LCD
GUIDE_LIGHTBEAM_LEVEL,Zvolte úroveň paprsku světla
GUIDE_RANGE,Zvolte rozsah efektu
GUIDE_RESIZE,Změna velikosti dokončena
GUIDE_RETOUCH_COMPLETE,Retuš je dokončena
GUIDE_RETRO_LIGHT,Zvolte rozsah jasu
GUIDE_ROTATEIMG,Dotkněte se snímku k otočení
GUIDE_SAVESIZE,Zvolte velikost pro uložení
